order_id,pickup_lat,pickup_lon,drop_lat,drop_lon,distance_km,order_hour,day_of_week,is_weekend,is_peak_hour,weather,traffic_density,rider_experience_days,num_items,delivery_time_min
ORD126229,12.96206158803242,77.58359668247869,12.969467918794082,77.58739454769167,0.921,5,4,0,0,cloudy,low,80.8,4,8.04
ORD106419,12.97767904445104,77.60571635301969,12.963192224573463,77.58817629733407,2.491,20,4,0,1,rain,low,104.7,2,23.6
ORD100804,12.974844573495584,77.59973601118071,12.988583592326368,77.61049350448656,1.922,13,1,0,1,clear,high,460.8,5,24.66
ORD110790,12.987532838062672,77.6074639737258,12.987803794675422,77.58328195440563,2.62,3,5,1,0,clear,medium,61.0,4,21.43
ORD114429,12.963089736753895,77.6057973585942,12.99104672927195,77.60098067606425,3.152,9,0,0,0,cloudy,medium,313.9,1,17.05
ORD100659,12.979977240663413,77.58743369190746,12.971122130536488,77.58745778360544,0.985,6,4,0,0,clear,medium,55.0,1,10.87
ORD114179,12.96902545012418,77.59558982443775,12.966540431372312,77.59478469225158,0.29,13,5,1,1,rain,medium,773.7,2,14.0
ORD100984,12.985486606467125,77.58260984164384,12.9833038716368,77.60148147556109,2.059,0,5,1,0,clear,medium,207.8,4,13.79
ORD114173,12.988573920422654,77.58290632455243,12.98670284195442,77.59831765751679,1.683,22,3,0,0,clear,medium,316.5,2,12.47
ORD131034,12.974846264692244,77.61304238451103,12.967292453936256,77.59575812288708,2.053,21,6,1,1,clear,high,5.5,2,23.91
ORD114427,12.96140487858579,77.6113408655735,12.970695918414597,77.60175802097945,1.465,13,6,1,1,rain,medium,25.3,4,19.46
ORD123499,12.976686968221225,77.58804108893574,12.993932869327153,77.59199787604263,1.965,15,3,0,0,clear,low,162.2,3,12.94
ORD111313,12.993305310830396,77.61482073787738,12.992708324570653,77.60698715191515,0.851,16,1,0,0,cloudy,medium,111.2,2,14.49
ORD104384,12.990731172949555,77.59423381162614,12.980797639220969,77.5910319085346,1.158,6,1,0,0,clear,low,15.7,2,10.03
ORD108890,12.969536351441159,77.58577349949205,12.991227282884049,77.60223443828558,3.0,9,1,0,0,clear,medium,9.2,6,20.2
ORD103528,12.993871651284435,77.59085666790628,12.979997054834271,77.58447957073427,1.69,9,0,0,0,clear,low,6.7,4,12.21
ORD112886,12.971884769594723,77.5900153297403,12.96562184908553,77.58157673864342,1.149,6,6,1,0,cloudy,high,321.4,5,14.88
ORD104533,12.970724540727286,77.6053206452384,12.994193618700242,77.61067283887594,2.673,17,1,0,0,clear,high,1.5,2,24.32
ORD105903,12.973153742665279,77.6030459104453,12.966717325405048,77.60105686960162,0.747,14,4,0,0,clear,medium,136.0,6,11.91
ORD114166,12.970874623324539,77.60917686643683,12.993720019921351,77.59374945058431,3.041,11,3,0,0,cloudy,high,87.9,1,23.95
ORD125772,12.967612686679075,77.58391636267157,12.984055654750824,77.60391585192689,2.835,23,0,0,0,clear,medium,326.4,2,14.29
ORD125165,12.988843066425975,77.59822246504153,12.982173197524764,77.60792365725763,1.286,13,3,0,1,clear,low,105.7,4,15.41
ORD110887,12.969958921359522,77.59562304704481,12.966673867357333,77.58616362118266,1.088,15,3,0,0,clear,high,228.2,3,15.86
ORD112675,12.986361989566998,77.58135639669298,12.982604548480392,77.60421617719076,2.512,13,1,0,1,cloudy,low,480.0,3,18.82
ORD113854,12.970000599999803,77.61441573331795,12.978535207445693,77.58604033624151,3.218,21,6,1,1,clear,medium,159.2,2,26.14
ORD110881,12.962827272485603,77.60094327138397,12.985759877706366,77.60752372392143,2.648,13,0,0,1,rain,medium,261.3,6,24.21
ORD112760,12.965275794756092,77.58696750132988,12.97844056060862,77.60152517646208,2.152,14,0,0,0,clear,low,247.9,4,9.74
ORD112308,12.966033865015447,77.61308279691542,12.990354768673196,77.59686632612052,3.225,16,6,1,0,rain,medium,251.0,2,21.09
ORD111587,12.961559482106619,77.58431978447945,12.984842719797786,77.60644183208822,3.528,12,5,1,1,cloudy,medium,132.1,1,23.3
ORD101060,12.99057869899652,77.61239669704852,12.985960376852189,77.58888562232863,2.599,21,2,0,1,clear,high,88.4,1,23.16
ORD107680,12.992814261809256,77.60437394026947,12.984886006431523,77.61284971961395,1.273,4,1,0,0,clear,low,51.6,4,10.28
ORD102532,12.970311678872116,77.60993276692005,12.965698685998468,77.58654173932912,2.586,21,1,0,1,clear,medium,259.0,3,21.42
ORD109646,12.987383853302555,77.58706084111417,12.961352525382523,77.61279497087972,4.019,1,3,0,0,cloudy,high,460.8,3,28.74
ORD104695,12.990797011935445,77.58836692149674,12.993164348794835,77.60084047975646,1.377,6,4,0,0,cloudy,high,232.4,2,16.4
ORD120765,12.968240638894308,77.60367471148477,12.969716644249289,77.60093839015536,0.339,16,0,0,0,rain,low,136.9,3,8.67
ORD110638,12.986278398348105,77.58937532588051,12.987967065612459,77.59585749258133,0.727,3,0,0,0,cloudy,high,41.7,3,14.22
ORD112091,12.968557762407055,77.59160417009554,12.97266419803731,77.59941941133094,0.962,10,1,0,0,cloudy,medium,141.9,7,15.69
ORD101422,12.961455050066764,77.60828175416502,12.98483887234577,77.592996471166,3.083,17,4,0,0,clear,high,104.1,1,22.71
ORD132698,12.97265967169404,77.61369422271247,12.98076227740624,77.60785828950986,1.101,17,0,0,0,clear,medium,1.0,6,12.67
ORD113886,12.983447991467731,77.60543334409176,12.968782196925542,77.60091347769291,1.703,12,3,0,1,cloudy,low,10.7,2,15.43
ORD111062,12.990143728481407,77.61005098669689,12.96755919079646,77.58440611347127,3.745,16,1,0,0,clear,low,75.1,6,23.77
ORD114483,12.974416440416348,77.58052647717481,12.989943748753115,77.5916359063479,2.105,11,3,0,0,clear,low,163.2,3,9.94
ORD113606,12.973235418649626,77.58847660373027,12.990854430143093,77.59983375915995,2.314,10,1,0,0,clear,medium,480.9,4,16.21
ORD105346,12.960496882206511,77.61139629719531,12.99286936164771,77.60508602096647,3.664,19,5,1,1,clear,low,5.8,5,22.62
ORD114111,12.981095543017766,77.592375235626,12.9815845658123,77.6140995164071,2.355,7,3,0,0,clear,high,12.8,4,18.45
ORD114619,12.977246211364527,77.59958838606151,12.967598356595898,77.589193133451,1.556,2,3,0,0,clear,high,32.3,5,16.03
ORD111359,12.980642286027233,77.58125166162387,12.967671954708706,77.61086654688141,3.518,1,2,0,0,rain,medium,1.0,2,25.07
ORD132714,12.97998265064817,77.6114720994651,12.9792492174612,77.59841231801853,1.417,19,6,1,1,clear,low,489.4,4,11.93
ORD106081,12.993793127138217,77.61450053045516,12.992608004023806,77.60895125239723,0.616,14,4,0,0,rain,low,363.8,5,11.66
ORD110835,12.993824325364319,77.58432748032308,12.967941427503874,77.59954129441287,3.317,4,3,0,0,clear,low,204.0,1,17.93
ORD131690,12.969348255423785,77.59324032548784,12.983312913361837,77.6012462457277,1.779,13,0,0,1,clear,high,363.8,2,20.27
ORD105978,12.978815339831803,77.5830824890956,12.984074219033005,77.60378223182938,2.318,13,0,0,1,clear,low,165.4,3,14.66
ORD132074,12.970056991638533,77.59553306071945,12.981936215204781,77.58755919648539,1.578,19,6,1,1,clear,low,242.5,3,12.32
ORD107949,12.969760517419134,77.58366086796183,12.96047360718827,77.5968624837093,1.764,16,1,0,0,cloudy,medium,93.1,3,18.97
ORD100074,12.984740007034667,77.60602042534188,12.980530196322775,77.60244018796112,0.608,20,5,1,1,clear,high,20.0,3,16.84
ORD100524,12.989341504664889,77.60546827981827,12.980889165502084,77.58294839896608,2.615,10,2,0,0,cloudy,medium,283.7,4,16.79
ORD130114,12.979426296069494,77.58513836761679,12.971783233385386,77.5864826216276,0.862,15,4,0,0,cloudy,low,76.6,2,8.42
ORD111536,12.991718898285825,77.58595526564449,12.992450893137724,77.59576146037504,1.066,14,0,0,0,cloudy,low,200.5,4,10.8
ORD130892,12.974406867453794,77.6100885624393,12.968949144317358,77.6127274791659,0.671,20,6,1,1,cloudy,medium,283.0,2,15.46
ORD101668,12.964072823925992,77.60337826919782,12.984362376836364,77.5870561709544,2.867,5,2,0,0,rain,medium,37.7,4,22.72
ORD102119,12.990884572894256,77.59572430069214,12.985209989511484,77.58083042184683,1.733,9,0,0,0,clear,medium,12.6,1,13.22
ORD112771,12.981395693096939,77.60155371874451,12.961006637997157,77.58913463662266,2.636,0,3,0,0,clear,high,248.7,1,20.57
ORD100589,12.965316594272931,77.59836803838274,12.986142850201169,77.60765020224562,2.525,15,1,0,0,cloudy,medium,2.5,4,18.88
ORD131546,12.971474913856753,77.58916889070902,12.969027816470721,77.61412454233424,2.718,23,1,0,0,clear,low,35.3,3,14.2
ORD117349,12.964012673105778,77.59228294562382,12.967571954236377,77.60152568232189,1.077,13,4,0,1,clear,medium,89.3,3,14.84
ORD128991,12.993668003846844,77.60746426966973,12.979062431242083,77.5854108030505,2.889,18,2,0,0,clear,low,190.6,1,15.64
ORD107992,12.969590412313494,77.59053383855822,12.96355383181228,77.58540267479209,0.872,6,4,0,0,clear,high,146.0,2,14.84
ORD113874,12.974075266666823,77.59098530152616,12.976770796072644,77.59279469950464,0.358,0,6,1,0,clear,medium,12.8,4,7.97
ORD105592,12.962311935773776,77.59726937039933,12.960551139875209,77.59821229910978,0.221,15,2,0,0,clear,medium,168.9,1,7.31
ORD100637,12.968486467627216,77.58184069662326,12.967568818747562,77.58572037975675,0.433,11,2,0,0,cloudy,medium,83.8,3,8.6
ORD115318,12.98650569583672,77.58539954088594,12.97989934355756,77.60191823002819,1.935,16,3,0,0,cloudy,low,13.7,3,16.58
ORD113066,12.981349352248506,77.59798342597581,12.969677970809247,77.61180324206506,1.982,18,2,0,0,rain,medium,12.9,3,17.91
ORD103368,12.966682430477508,77.60642504387707,12.987054005252846,77.6074711746521,2.268,11,3,0,0,clear,medium,160.7,1,16.46
ORD110256,12.980575999217542,77.61012282399932,12.988221118008054,77.58599850974242,2.749,20,1,0,1,cloudy,high,9.5,3,25.69
ORD111142,12.967566600085467,77.60442969781934,12.987554527876101,77.58113306029254,3.363,19,3,0,1,clear,high,15.6,1,30.91
ORD104381,12.962490448760727,77.587768274814,12.961513912246588,77.61331009715165,2.77,6,5,1,0,cloudy,high,234.0,2,19.34
ORD120207,12.98348480687099,77.6140645535057,12.977577624386047,77.60040554292483,1.619,13,1,0,1,cloudy,medium,1.0,2,14.17
ORD114394,12.977642623139403,77.59900876395044,12.965638628029268,77.59940609064301,1.335,7,6,1,0,rain,low,65.4,4,14.68
ORD113377,12.993947395074807,77.5852285695954,12.991180883214179,77.61318215905351,3.044,4,1,0,0,storm,medium,19.6,3,29.01
ORD132771,12.982927781810229,77.61328079409277,12.980740752735619,77.60182217277946,1.265,5,1,0,0,cloudy,low,1.5,5,12.87
ORD114294,12.987307942081626,77.59917027919124,12.966741018385047,77.58066472721188,3.042,8,5,1,0,rain,low,219.4,4,19.99
ORD100857,12.97652234307885,77.58088549822952,12.994791054513344,77.587013491737,2.137,10,1,0,0,clear,low,206.5,1,10.69
ORD111282,12.993802703553744,77.5809170438855,12.966415308572385,77.61445588075289,4.741,5,3,0,0,cloudy,medium,156.7,2,26.16
ORD104440,12.990600756694798,77.5952544391055,12.987788618744796,77.61173610078175,1.813,1,2,0,0,clear,medium,153.2,3,16.7
ORD125433,12.975474575979463,77.58218687292349,12.986919082141027,77.60014939289758,2.325,17,3,0,0,cloudy,low,10.4,3,15.75
ORD108764,12.965753743951495,77.58557341402268,12.979972639189054,77.59154948330543,1.709,16,3,0,0,rain,medium,164.7,4,18.13
ORD126033,12.963145466474128,77.59349254183105,12.977781599854708,77.60579511511186,2.104,13,2,0,1,cloudy,low,283.3,3,14.76
ORD106954,12.988678938083826,77.60057937291289,12.961419182746333,77.59128359624155,3.194,22,1,0,0,clear,medium,285.0,3,18.49
ORD109307,12.985612163326318,77.59653638272842,12.963389440317735,77.59086596636487,2.546,17,0,0,0,clear,medium,82.5,4,22.11
ORD111193,12.981757035231512,77.59014905657322,12.990805502138572,77.60133501312592,1.575,11,2,0,0,clear,medium,22.7,5,15.74
ORD113826,12.977166083380512,77.59013955515702,12.964795265241351,77.60334318933572,1.985,0,3,0,0,storm,low,125.7,4,22.81
